Temperature,pH,Time
20.44,6.57,8/13/2024 6:23
20.44,6.57,8/13/2024 6:24
20.5,6.59,8/13/2024 6:25
20.44,6.6,8/13/2024 6:25
20.5,6.59,8/13/2024 6:26
20.5,6.59,8/13/2024 6:27
20.5,6.59,8/13/2024 6:28
20.5,6.61,8/13/2024 6:29
20.5,6.59,8/13/2024 6:30
20.5,6.59,8/13/2024 6:30
20.5,6.56,8/13/2024 6:31
20.5,6.54,8/13/2024 6:32
20.5,6.57,8/13/2024 6:33
20.5,6.57,8/13/2024 6:34
20.44,6.59,8/13/2024 6:34
20.5,6.59,8/13/2024 6:35
20.5,6.6,8/13/2024 6:36
20.5,6.59,8/13/2024 6:37
20.5,6.57,8/13/2024 6:38
20.5,6.57,8/13/2024 6:38
20.5,6.59,8/13/2024 6:39
20.5,6.59,8/13/2024 6:40
20.56,6.57,8/13/2024 6:41
20.5,6.59,8/13/2024 6:42
20.5,6.59,8/13/2024 6:43
20.56,6.59,8/13/2024 6:44
20.56,6.59,8/13/2024 6:44
20.56,6.59,8/13/2024 6:45
20.56,6.57,8/13/2024 6:46
20.5,6.56,8/13/2024 6:47
20.5,6.57,8/13/2024 6:48
20.5,6.59,8/13/2024 6:48
20.5,6.59,8/13/2024 6:49
20.5,6.61,8/13/2024 6:51
20.56,6.59,8/13/2024 6:52
20.5,6.59,8/13/2024 6:53
20.5,6.59,8/13/2024 6:53
20.5,6.61,8/13/2024 6:54
20.5,6.59,8/13/2024 6:55
20.5,6.56,8/13/2024 6:56
20.5,6.56,8/13/2024 6:57
20.5,6.57,8/13/2024 6:58
20.5,6.57,8/13/2024 6:58
20.56,6.56,8/13/2024 6:59
20.5,6.57,8/13/2024 7:00
20.56,6.59,8/13/2024 7:01
20.5,6.61,8/13/2024 7:02
20.5,6.54,8/13/2024 7:02
20.56,6.57,8/13/2024 7:03
20.56,6.59,8/13/2024 7:04
20.5,6.59,8/13/2024 7:05
20.56,6.59,8/13/2024 7:06
20.56,6.59,8/13/2024 7:07
20.56,6.57,8/13/2024 7:07
20.5,6.57,8/13/2024 7:08
20.56,6.57,8/13/2024 7:09
20.56,6.59,8/13/2024 7:10
20.5,6.6,8/13/2024 7:11
20.5,6.56,8/13/2024 7:11
20.5,6.57,8/13/2024 7:12
20.5,6.57,8/13/2024 7:13
20.56,6.59,8/13/2024 7:14
20.5,6.56,8/13/2024 7:15
20.5,6.6,8/13/2024 7:15
20.56,6.57,8/13/2024 7:16
20.5,6.59,8/13/2024 7:17
20.56,6.6,8/13/2024 7:18
20.56,6.56,8/13/2024 7:19
20.5,6.57,8/13/2024 7:20
20.5,6.57,8/13/2024 7:20
20.5,6.57,8/13/2024 7:21
20.56,6.57,8/13/2024 7:22
20.56,6.57,8/13/2024 7:23
20.56,6.57,8/13/2024 7:24
20.56,6.59,8/13/2024 7:24
20.56,6.59,8/13/2024 7:25
20.56,6.57,8/13/2024 7:26
20.56,6.57,8/13/2024 7:27
20.56,6.57,8/13/2024 7:28
20.56,6.56,8/13/2024 7:29
20.56,6.6,8/13/2024 7:29
20.63,6.57,8/13/2024 7:30
20.63,6.56,8/13/2024 7:31
20.63,6.56,8/13/2024 7:32
20.63,6.56,8/13/2024 7:33
20.63,6.57,8/13/2024 7:33
20.56,6.57,8/13/2024 7:34
20.63,6.56,8/13/2024 7:35
20.56,6.57,8/13/2024 7:36
20.63,6.54,8/13/2024 7:37
20.56,6.57,8/13/2024 7:37
20.56,6.57,8/13/2024 7:38
20.63,6.57,8/13/2024 7:39
20.63,6.6,8/13/2024 7:40
20.63,6.57,8/13/2024 7:41
20.63,6.57,8/13/2024 7:42
20.63,6.57,8/13/2024 7:42
20.63,6.59,8/13/2024 7:43
20.63,6.56,8/13/2024 7:44
20.63,6.59,8/13/2024 7:45
20.63,6.56,8/13/2024 7:46
20.63,6.61,8/13/2024 7:46
20.63,6.59,8/13/2024 7:47
20.63,6.6,8/13/2024 7:48
20.63,6.59,8/13/2024 7:49
20.69,6.57,8/13/2024 7:50
20.63,6.6,8/13/2024 7:51
20.63,6.59,8/13/2024 7:51
20.63,6.57,8/13/2024 7:52
20.63,6.59,8/13/2024 7:53
20.63,6.57,8/13/2024 7:54
20.63,6.6,8/13/2024 7:55
20.69,6.57,8/13/2024 7:55
20.63,6.59,8/13/2024 7:56
20.69,6.57,8/13/2024 7:57
20.69,6.57,8/13/2024 7:58
20.63,6.59,8/13/2024 7:59
20.69,6.57,8/13/2024 7:59
20.69,6.57,8/13/2024 8:01
20.69,6.59,8/13/2024 8:02
20.69,6.59,8/13/2024 8:02
20.69,6.6,8/13/2024 8:03
20.69,6.57,8/13/2024 8:04
20.69,6.6,8/13/2024 8:05
20.69,6.57,8/13/2024 8:06
20.69,6.6,8/13/2024 8:06
20.69,6.57,8/13/2024 8:07
20.69,6.57,8/13/2024 8:08
20.69,6.59,8/13/2024 8:09
20.69,6.57,8/13/2024 8:10
20.69,6.61,8/13/2024 8:11
20.69,6.59,8/13/2024 8:11
20.69,6.6,8/13/2024 8:12
20.75,6.57,8/13/2024 8:13
20.69,6.57,8/13/2024 8:14
20.69,6.6,8/13/2024 8:15
20.75,6.56,8/13/2024 8:15
20.75,6.59,8/13/2024 8:16
20.75,6.57,8/13/2024 8:17
20.75,6.56,8/13/2024 8:18
20.75,6.56,8/13/2024 8:19
20.75,6.59,8/13/2024 8:19
20.75,6.6,8/13/2024 8:20
20.75,6.59,8/13/2024 8:21
20.75,6.57,8/13/2024 8:22
20.75,6.56,8/13/2024 8:23
20.75,6.56,8/13/2024 8:24
20.75,6.59,8/13/2024 8:24
20.75,6.59,8/13/2024 8:25
20.75,6.56,8/13/2024 8:26
20.75,6.6,8/13/2024 8:27
20.81,6.6,8/13/2024 8:28
20.81,6.59,8/13/2024 8:28
20.88,6.57,8/13/2024 8:29
20.81,6.59,8/13/2024 8:30
20.81,6.61,8/13/2024 8:31
20.81,6.57,8/13/2024 8:32
20.81,6.57,8/13/2024 8:33
20.81,6.57,8/13/2024 8:33
20.81,6.57,8/13/2024 8:34
20.88,6.6,8/13/2024 8:35
20.88,6.6,8/13/2024 8:36
20.81,6.6,8/13/2024 8:37
20.88,6.57,8/13/2024 8:37
20.88,6.61,8/13/2024 8:38
20.88,6.59,8/13/2024 8:39
20.88,6.59,8/13/2024 8:40
20.88,6.6,8/13/2024 8:41
20.88,6.6,8/13/2024 8:41
20.88,6.6,8/13/2024 8:42
20.88,6.57,8/13/2024 8:43
20.88,6.6,8/13/2024 8:44
20.88,6.57,8/13/2024 8:45
20.88,6.59,8/13/2024 8:46
20.88,6.6,8/13/2024 8:46
20.94,6.6,8/13/2024 8:47
20.88,6.6,8/13/2024 8:48
20.88,6.61,8/13/2024 8:49
20.88,6.6,8/13/2024 8:50
20.94,6.6,8/13/2024 8:50
20.88,6.59,8/13/2024 8:51
20.94,6.6,8/13/2024 8:52
20.94,6.59,8/13/2024 8:53
20.94,6.6,8/13/2024 8:54
20.94,6.61,8/13/2024 8:55
20.94,6.6,8/13/2024 8:55
20.94,6.61,8/13/2024 8:56
20.94,6.6,8/13/2024 8:57
20.94,6.6,8/13/2024 8:58
20.94,6.59,8/13/2024 8:59
21,6.57,8/13/2024 8:59
20.94,6.59,8/13/2024 9:00
20.94,6.57,8/13/2024 9:01
21,6.6,8/13/2024 9:02
21,6.6,8/13/2024 9:03
21,6.6,8/13/2024 9:03
21,6.6,8/13/2024 9:04
21,6.59,8/13/2024 9:05
21.06,6.63,8/13/2024 9:06
21.06,6.62,8/13/2024 9:07
21.06,6.6,8/13/2024 9:08
21.13,6.59,8/13/2024 9:08
21.13,6.6,8/13/2024 9:09
21.06,6.59,8/13/2024 9:10
21.13,6.6,8/13/2024 9:11
21.06,6.61,8/13/2024 9:12
21.13,6.62,8/13/2024 9:12
21.13,6.61,8/13/2024 9:13
21.19,6.62,8/13/2024 9:14
21.13,6.59,8/13/2024 9:15
21.19,6.6,8/13/2024 9:16
21.19,6.6,8/13/2024 9:17
21.19,6.62,8/13/2024 9:17
21.19,6.62,8/13/2024 9:18
21.19,6.6,8/13/2024 9:19
21.25,6.61,8/13/2024 9:20
21.25,6.61,8/13/2024 9:21
21.19,6.61,8/13/2024 9:21
21.25,6.61,8/13/2024 9:22
21.25,6.6,8/13/2024 9:23
21.25,6.57,8/13/2024 9:24
21.19,6.61,8/13/2024 9:25
21.25,6.61,8/13/2024 9:26
21.31,6.6,8/13/2024 9:26
21.31,6.61,8/13/2024 9:27
21.25,6.61,8/13/2024 9:28
21.31,6.6,8/13/2024 9:29
21.31,6.62,8/13/2024 9:30
21.25,6.61,8/13/2024 9:30
21.31,6.6,8/13/2024 9:31
21.38,6.63,8/13/2024 9:32
21.31,6.59,8/13/2024 9:33
21.38,6.63,8/13/2024 9:34
21.38,6.64,8/13/2024 9:34
21.31,6.6,8/13/2024 9:35
21.38,6.61,8/13/2024 9:36
21.44,6.6,8/13/2024 9:37
21.38,6.61,8/13/2024 9:38
21.38,6.6,8/13/2024 9:39
21.44,6.61,8/13/2024 9:39
21.38,6.6,8/13/2024 9:40
21.44,6.62,8/13/2024 9:41
21.44,6.6,8/13/2024 9:42
21.44,6.63,8/13/2024 9:43
21.44,6.61,8/13/2024 9:43
21.44,6.6,8/13/2024 9:44
21.44,6.6,8/13/2024 9:45
21.5,6.62,8/13/2024 9:46
21.5,6.61,8/13/2024 9:47
21.56,6.63,8/13/2024 9:48
21.5,6.62,8/13/2024 9:48
21.56,6.62,8/13/2024 9:49
21.56,6.61,8/13/2024 9:50
21.56,6.61,8/13/2024 9:51
21.56,6.61,8/13/2024 9:52
21.56,6.63,8/13/2024 9:52
21.56,6.64,8/13/2024 9:53
21.56,6.61,8/13/2024 9:54
21.63,6.64,8/13/2024 9:55
21.63,6.65,8/13/2024 9:56
21.63,6.62,8/13/2024 9:57
21.63,6.61,8/13/2024 9:57
21.69,6.62,8/13/2024 9:58
21.69,6.65,8/13/2024 9:59
21.69,6.61,8/13/2024 10:00
21.75,6.65,8/13/2024 10:01
21.69,6.62,8/13/2024 10:01
21.75,6.62,8/13/2024 10:02
21.75,6.64,8/13/2024 10:03
21.75,6.65,8/13/2024 10:04
21.75,6.62,8/13/2024 10:05
21.75,6.62,8/13/2024 10:06
21.81,6.65,8/13/2024 10:06
21.81,6.65,8/13/2024 10:07
21.81,6.66,8/13/2024 10:08
21.81,6.64,8/13/2024 10:09
21.88,6.63,8/13/2024 10:10
21.88,6.65,8/13/2024 10:10
21.94,6.61,8/13/2024 10:11
21.88,6.64,8/13/2024 10:12
21.88,6.62,8/13/2024 10:13
21.88,6.65,8/13/2024 10:14
21.88,6.66,8/13/2024 10:15
21.88,6.65,8/13/2024 10:15
21.88,6.66,8/13/2024 10:16
21.94,6.64,8/13/2024 10:17
21.94,6.66,8/13/2024 10:18
21.94,6.65,8/13/2024 10:19
21.94,6.66,8/13/2024 10:19
22,6.65,8/13/2024 10:20
22.06,6.65,8/13/2024 10:21
22.06,6.65,8/13/2024 10:22
22.06,6.68,8/13/2024 10:23
22.06,6.65,8/13/2024 10:23
22.06,6.66,8/13/2024 10:24
22.06,6.65,8/13/2024 10:25
22.06,6.66,8/13/2024 10:26
22.13,6.65,8/13/2024 10:27
22.13,6.65,8/13/2024 10:28
22.13,6.65,8/13/2024 10:28
22.06,6.64,8/13/2024 10:29
22.13,6.65,8/13/2024 10:30
22.19,6.66,8/13/2024 10:31
22.19,6.65,8/13/2024 10:32
22.19,6.66,8/13/2024 10:32
22.19,6.66,8/13/2024 10:33
22.19,6.66,8/13/2024 10:34
22.19,6.65,8/13/2024 10:35
22.25,6.67,8/13/2024 10:36
22.25,6.66,8/13/2024 10:37
22.25,6.66,8/13/2024 10:37
22.25,6.68,8/13/2024 10:38
22.25,6.64,8/13/2024 10:39
22.25,6.66,8/13/2024 10:40
22.31,6.66,8/13/2024 10:41
22.25,6.66,8/13/2024 10:41
22.31,6.66,8/13/2024 10:42
22.25,6.65,8/13/2024 10:43
22.31,6.66,8/13/2024 10:44
22.31,6.66,8/13/2024 10:45
22.31,6.66,8/13/2024 10:45
22.31,6.66,8/13/2024 10:46
22.38,6.66,8/13/2024 10:47
22.38,6.66,8/13/2024 10:48
22.38,6.66,8/13/2024 10:49
22.38,6.68,8/13/2024 10:50
22.44,6.67,8/13/2024 10:50
22.44,6.65,8/13/2024 10:51
22.44,6.66,8/13/2024 10:52
22.44,6.67,8/13/2024 10:53
22.44,6.66,8/13/2024 10:54
22.44,6.68,8/13/2024 10:54
22.5,6.7,8/13/2024 10:55
22.5,6.66,8/13/2024 10:56
22.56,6.66,8/13/2024 10:57
22.5,6.68,8/13/2024 10:58
22.5,6.68,8/13/2024 10:59
22.56,6.66,8/13/2024 10:59
22.5,6.7,8/13/2024 11:00
22.56,6.66,8/13/2024 11:01
22.5,6.68,8/13/2024 11:02
22.56,6.66,8/13/2024 11:03
22.56,6.66,8/13/2024 11:03
22.56,6.66,8/13/2024 11:04
22.56,6.66,8/13/2024 11:05
22.56,6.7,8/13/2024 11:06
22.63,6.66,8/13/2024 11:07
22.63,6.66,8/13/2024 11:08
22.63,6.68,8/13/2024 11:08
22.56,6.66,8/13/2024 11:09
22.63,6.68,8/13/2024 11:10
22.63,6.68,8/13/2024 11:11
22.69,6.7,8/13/2024 11:12
22.63,6.67,8/13/2024 11:12
22.69,6.7,8/13/2024 11:13
22.69,6.68,8/13/2024 11:14
22.69,6.68,8/13/2024 11:15
22.69,6.66,8/13/2024 11:16
22.75,6.68,8/13/2024 11:16
22.75,6.67,8/13/2024 11:17
22.81,6.68,8/13/2024 11:18
22.81,6.66,8/13/2024 11:19
22.81,6.68,8/13/2024 11:20
22.81,6.7,8/13/2024 11:21
22.75,6.67,8/13/2024 11:21
22.81,6.71,8/13/2024 11:22
22.81,6.7,8/13/2024 11:23
22.81,6.7,8/13/2024 11:24
22.88,6.71,8/13/2024 11:25
22.88,6.7,8/13/2024 11:25
22.88,6.71,8/13/2024 11:26
22.94,6.7,8/13/2024 11:27
22.88,6.68,8/13/2024 11:28
22.88,6.7,8/13/2024 11:29
22.94,6.7,8/13/2024 11:30
22.94,6.7,8/13/2024 11:30
22.94,6.72,8/13/2024 11:31
22.94,6.71,8/13/2024 11:32
23,6.71,8/13/2024 11:33
23,6.71,8/13/2024 11:34
23,6.7,8/13/2024 11:34
23,6.71,8/13/2024 11:35
23.06,6.71,8/13/2024 11:36
23,6.71,8/13/2024 11:37
23.06,6.71,8/13/2024 11:38
23.06,6.71,8/13/2024 11:39
23.06,6.71,8/13/2024 11:39
23.06,6.71,8/13/2024 11:40
23.13,6.73,8/13/2024 11:41
23.13,6.71,8/13/2024 11:42
23.13,6.7,8/13/2024 11:43
23.13,6.72,8/13/2024 11:43
23.13,6.71,8/13/2024 11:44
23.13,6.71,8/13/2024 11:45
23.19,6.71,8/13/2024 11:46
23.13,6.73,8/13/2024 11:47
23.13,6.73,8/13/2024 11:48
23.13,6.7,8/13/2024 11:48
23.19,6.72,8/13/2024 11:49
23.13,6.71,8/13/2024 11:50
23.19,6.71,8/13/2024 11:51
23.19,6.73,8/13/2024 11:52
23.19,6.71,8/13/2024 11:52
23.19,6.68,8/13/2024 11:53
23.19,6.73,8/13/2024 11:54
23.19,6.71,8/13/2024 11:55
23.19,6.74,8/13/2024 11:56
23.25,6.71,8/13/2024 11:56
23.25,6.71,8/13/2024 11:57
23.31,6.72,8/13/2024 11:58
23.25,6.73,8/13/2024 11:59
23.31,6.74,8/13/2024 12:00
23.25,6.73,8/13/2024 12:01
23.25,6.74,8/13/2024 12:01
23.31,6.71,8/13/2024 12:02
23.31,6.7,8/13/2024 12:03
23.31,6.73,8/13/2024 12:04
23.31,6.74,8/13/2024 12:05
23.38,6.73,8/13/2024 12:06
23.31,6.73,8/13/2024 12:06
23.38,6.74,8/13/2024 12:07
23.38,6.74,8/13/2024 12:08
23.38,6.74,8/13/2024 12:09
23.38,6.71,8/13/2024 12:10
23.38,6.74,8/13/2024 12:10
23.44,6.73,8/13/2024 12:11
23.44,6.74,8/13/2024 12:12
23.44,6.73,8/13/2024 12:13
23.44,6.74,8/13/2024 12:14
23.44,6.73,8/13/2024 12:14
23.44,6.76,8/13/2024 12:15
23.44,6.74,8/13/2024 12:16
23.5,6.75,8/13/2024 12:17
23.5,6.73,8/13/2024 12:18
23.5,6.74,8/13/2024 12:19
23.56,6.74,8/13/2024 12:19
23.56,6.75,8/13/2024 12:20
23.5,6.74,8/13/2024 12:21
23.56,6.73,8/13/2024 12:22
23.56,6.74,8/13/2024 12:23
23.56,6.75,8/13/2024 12:23
23.63,6.74,8/13/2024 12:24
23.63,6.75,8/13/2024 12:25
23.56,6.75,8/13/2024 12:26
23.63,6.75,8/13/2024 12:27
23.63,6.76,8/13/2024 12:28
23.63,6.76,8/13/2024 12:28
23.63,6.75,8/13/2024 12:29
23.69,6.74,8/13/2024 12:30
23.69,6.74,8/13/2024 12:31
23.63,6.76,8/13/2024 12:32
23.69,6.76,8/13/2024 12:32
23.69,6.75,8/13/2024 12:33
23.75,6.76,8/13/2024 12:34
23.69,6.75,8/13/2024 12:35
23.69,6.76,8/13/2024 12:36
23.69,6.74,8/13/2024 12:37
23.75,6.75,8/13/2024 12:37
23.75,6.74,8/13/2024 12:38
23.69,6.75,8/13/2024 12:39
23.81,6.73,8/13/2024 12:40
23.81,6.73,8/13/2024 12:41
23.81,6.75,8/13/2024 12:41
23.81,6.75,8/13/2024 12:42
23.81,6.76,8/13/2024 12:43
23.81,6.75,8/13/2024 12:44
23.81,6.75,8/13/2024 12:45
23.88,6.75,8/13/2024 12:46
23.88,6.76,8/13/2024 12:46
23.88,6.76,8/13/2024 12:47
23.88,6.76,8/13/2024 12:48
23.88,6.75,8/13/2024 12:49
23.94,6.75,8/13/2024 12:50
23.94,6.75,8/13/2024 12:50
23.94,6.74,8/13/2024 12:51
23.88,6.75,8/13/2024 12:52
23.94,6.75,8/13/2024 12:53
23.94,6.76,8/13/2024 12:54
23.94,6.75,8/13/2024 12:55
23.94,6.77,8/13/2024 12:55
24,6.75,8/13/2024 12:56
24,6.77,8/13/2024 12:57
23.94,6.77,8/13/2024 12:58
23.94,6.76,8/13/2024 12:59
24,6.76,8/13/2024 12:59
24,6.76,8/13/2024 13:00
24,6.76,8/13/2024 13:01
23.94,6.77,8/13/2024 13:02
24.06,6.78,8/13/2024 13:03
24.06,6.77,8/13/2024 13:03
24,6.77,8/13/2024 13:04
24.06,6.76,8/13/2024 13:05
24,6.77,8/13/2024 13:06
24.06,6.76,8/13/2024 13:07
24.06,6.77,8/13/2024 13:08
24.06,6.75,8/13/2024 13:08
24.13,6.76,8/13/2024 13:09
24.06,6.77,8/13/2024 13:10
24.13,6.76,8/13/2024 13:11
24.06,6.77,8/13/2024 13:12
24.06,6.77,8/13/2024 13:12
24.13,6.77,8/13/2024 13:13
24.06,6.76,8/13/2024 13:14
24.06,6.76,8/13/2024 13:15
24.13,6.77,8/13/2024 13:16
24.13,6.76,8/13/2024 13:17
24.13,6.76,8/13/2024 13:17
24.13,6.76,8/13/2024 13:18
24.13,6.77,8/13/2024 13:19
24.13,6.76,8/13/2024 13:20
24.13,6.78,8/13/2024 13:21
24.19,6.78,8/13/2024 13:21
24.19,6.76,8/13/2024 13:22
24.19,6.79,8/13/2024 13:23
24.19,6.78,8/13/2024 13:24
24.25,6.77,8/13/2024 13:25
24.19,6.78,8/13/2024 13:25
24.13,6.77,8/13/2024 13:26
24.19,6.78,8/13/2024 13:27
24.19,6.78,8/13/2024 13:28
24.25,6.77,8/13/2024 13:29
24.25,6.78,8/13/2024 13:30
24.25,6.78,8/13/2024 13:30
24.25,6.77,8/13/2024 13:31
24.25,6.77,8/13/2024 13:32
24.31,6.78,8/13/2024 13:33
24.31,6.77,8/13/2024 13:34
24.25,6.78,8/13/2024 13:34
24.25,6.79,8/13/2024 13:35
24.31,6.77,8/13/2024 13:36
24.25,6.77,8/13/2024 13:37
24.31,6.77,8/13/2024 13:38
24.31,6.77,8/13/2024 13:39
24.25,6.77,8/13/2024 13:39
24.31,6.77,8/13/2024 13:40
24.31,6.77,8/13/2024 13:41
24.31,6.78,8/13/2024 13:42
24.31,6.77,8/13/2024 13:43
24.25,6.78,8/13/2024 13:43
24.31,6.79,8/13/2024 13:44
24.31,6.78,8/13/2024 13:45
24.31,6.78,8/13/2024 13:46
24.38,6.78,8/13/2024 13:47
24.31,6.79,8/13/2024 13:48
24.31,6.77,8/13/2024 13:48
24.38,6.79,8/13/2024 13:49
24.31,6.79,8/13/2024 13:50
24.38,6.81,8/13/2024 13:51
24.38,6.78,8/13/2024 13:52
24.31,6.8,8/13/2024 13:52
24.38,6.78,8/13/2024 13:53
24.38,6.78,8/13/2024 13:54
24.38,6.78,8/13/2024 13:55
24.38,6.78,8/13/2024 13:56
24.38,6.77,8/13/2024 13:56
24.38,6.78,8/13/2024 13:57
24.44,6.78,8/13/2024 13:58
24.38,6.79,8/13/2024 13:59
24.44,6.77,8/13/2024 14:00
24.38,6.78,8/13/2024 14:01
24.44,6.79,8/13/2024 14:01
24.44,6.78,8/13/2024 14:02
24.44,6.79,8/13/2024 14:03
24.38,6.78,8/13/2024 14:04
24.44,6.78,8/13/2024 14:05
24.44,6.76,8/13/2024 14:05
24.5,6.79,8/13/2024 14:06
24.44,6.78,8/13/2024 14:07
24.44,6.79,8/13/2024 14:08
24.44,6.82,8/13/2024 14:09
24.5,6.79,8/13/2024 14:10
24.5,6.79,8/13/2024 14:10
24.5,6.77,8/13/2024 14:11
24.5,6.79,8/13/2024 14:12
24.44,6.78,8/13/2024 14:13
24.44,6.82,8/13/2024 14:14
24.44,6.82,8/13/2024 14:14
24.5,6.8,8/13/2024 14:15
24.5,6.82,8/13/2024 14:16
24.5,6.78,8/13/2024 14:17
24.5,6.78,8/13/2024 14:18
24.5,6.8,8/13/2024 14:18
24.5,6.79,8/13/2024 14:19
24.5,6.79,8/13/2024 14:20
24.44,6.8,8/13/2024 14:21
24.44,6.82,8/13/2024 14:22
24.5,6.79,8/13/2024 14:23
24.5,6.78,8/13/2024 14:23
24.5,6.79,8/13/2024 14:24
24.5,6.82,8/13/2024 14:25
24.5,6.78,8/13/2024 14:26
24.5,6.79,8/13/2024 14:27
24.5,6.78,8/13/2024 14:27
24.5,6.79,8/13/2024 14:28
24.5,6.82,8/13/2024 14:29
24.56,6.79,8/13/2024 14:30
24.5,6.79,8/13/2024 14:31
24.5,6.79,8/13/2024 14:32
24.5,6.82,8/13/2024 14:32
24.5,6.78,8/13/2024 14:33
24.56,6.79,8/13/2024 14:34
24.56,6.82,8/13/2024 14:35
24.56,6.82,8/13/2024 14:36
24.5,6.79,8/13/2024 14:36
24.5,6.79,8/13/2024 14:37
24.56,6.81,8/13/2024 14:38
24.56,6.77,8/13/2024 14:39
24.56,6.79,8/13/2024 14:40
24.56,6.81,8/13/2024 14:41
24.56,6.79,8/13/2024 14:41
24.56,6.83,8/13/2024 14:42
24.56,6.79,8/13/2024 14:43
24.5,6.79,8/13/2024 14:44
24.5,6.82,8/13/2024 14:45
24.56,6.8,8/13/2024 14:45
24.56,6.79,8/13/2024 14:46
24.56,6.78,8/13/2024 14:47
24.5,6.82,8/13/2024 14:48
24.56,6.79,8/13/2024 14:49
24.5,6.82,8/13/2024 14:49
24.5,6.83,8/13/2024 14:50
24.56,6.79,8/13/2024 14:51
24.56,6.8,8/13/2024 14:52
24.56,6.83,8/13/2024 14:53
24.56,6.82,8/13/2024 14:54
24.56,6.79,8/13/2024 14:54
24.56,6.8,8/13/2024 14:55
24.56,6.79,8/13/2024 14:56
24.5,6.82,8/13/2024 14:57
24.56,6.79,8/13/2024 14:58
24.56,6.79,8/13/2024 14:58
24.56,6.79,8/13/2024 14:59
24.5,6.79,8/13/2024 15:00
24.56,6.8,8/13/2024 15:01
24.56,6.8,8/13/2024 15:02
24.56,6.79,8/13/2024 15:03
24.56,6.8,8/13/2024 15:03
24.5,6.79,8/13/2024 15:04
24.5,6.8,8/13/2024 15:05
24.56,6.79,8/13/2024 15:06
24.5,6.79,8/13/2024 15:07
24.56,6.83,8/13/2024 15:07
24.56,6.82,8/13/2024 15:08
24.56,6.79,8/13/2024 15:09
24.5,6.82,8/13/2024 15:10
24.56,6.82,8/13/2024 15:11
24.56,6.78,8/13/2024 15:12
24.56,6.82,8/13/2024 15:12
24.56,6.82,8/13/2024 15:13
24.5,6.78,8/13/2024 15:14
24.56,6.78,8/13/2024 15:15
24.56,6.82,8/13/2024 15:16
24.56,6.83,8/13/2024 15:16
24.56,6.79,8/13/2024 15:17
24.63,6.79,8/13/2024 15:18
24.56,6.79,8/13/2024 15:19
24.56,6.79,8/13/2024 15:20
24.56,6.79,8/13/2024 15:20
24.56,6.79,8/13/2024 15:21
24.56,6.78,8/13/2024 15:22
24.56,6.79,8/13/2024 15:23
24.56,6.79,8/13/2024 15:24
24.56,6.82,8/13/2024 15:25
24.5,6.78,8/13/2024 15:25
24.56,6.8,8/13/2024 15:26
24.5,6.81,8/13/2024 15:27
24.56,6.82,8/13/2024 15:28
24.56,6.82,8/13/2024 15:29
24.56,6.78,8/13/2024 15:29
24.56,6.78,8/13/2024 15:30
24.5,6.8,8/13/2024 15:31
24.56,6.78,8/13/2024 15:32
24.56,6.8,8/13/2024 15:33
24.56,6.79,8/13/2024 15:34
24.56,6.79,8/13/2024 15:34
24.56,6.79,8/13/2024 15:35
24.56,6.79,8/13/2024 15:36
24.56,6.79,8/13/2024 15:37
24.56,6.8,8/13/2024 15:38
24.5,6.78,8/13/2024 15:38
24.5,6.78,8/13/2024 15:39
24.5,6.79,8/13/2024 15:40
24.56,6.77,8/13/2024 15:41
24.56,6.79,8/13/2024 15:42
24.5,6.83,8/13/2024 15:42
24.5,6.79,8/13/2024 15:43
24.5,6.8,8/13/2024 15:44
24.56,6.82,8/13/2024 15:45
24.56,6.82,8/13/2024 15:46
24.56,6.78,8/13/2024 15:47
24.5,6.78,8/13/2024 15:47
24.5,6.81,8/13/2024 15:48
24.5,6.78,8/13/2024 15:49
24.5,6.78,8/13/2024 15:50
24.5,6.79,8/13/2024 15:51
24.5,6.79,8/13/2024 15:51
24.5,6.79,8/13/2024 15:52
24.5,6.78,8/13/2024 15:53
24.5,6.79,8/13/2024 15:54
24.44,6.82,8/13/2024 15:55
24.5,6.79,8/13/2024 15:56
24.5,6.79,8/13/2024 15:56
24.5,6.79,8/13/2024 15:57
24.5,6.78,8/13/2024 15:58
24.5,6.79,8/13/2024 15:59
24.5,6.79,8/13/2024 16:00
24.5,6.78,8/13/2024 16:00
24.44,6.79,8/13/2024 16:01
24.44,6.78,8/13/2024 16:02
24.44,6.78,8/13/2024 16:03
24.44,6.78,8/13/2024 16:04
24.5,6.78,8/13/2024 16:05
24.5,6.78,8/13/2024 16:05
24.5,6.78,8/13/2024 16:06
24.44,6.82,8/13/2024 16:07
24.5,6.77,8/13/2024 16:08
24.44,6.8,8/13/2024 16:09
24.5,6.82,8/13/2024 16:09
24.44,6.77,8/13/2024 16:10
24.44,6.78,8/13/2024 16:11
24.44,6.79,8/13/2024 16:12
24.5,6.79,8/13/2024 16:13
24.5,6.78,8/13/2024 16:14
24.5,6.78,8/13/2024 16:14
24.44,6.79,8/13/2024 16:15
24.44,6.79,8/13/2024 16:16
24.44,6.78,8/13/2024 16:17
24.44,6.78,8/13/2024 16:18
24.44,6.78,8/13/2024 16:18
24.38,6.78,8/13/2024 16:19
24.44,6.79,8/13/2024 16:20
24.38,6.79,8/13/2024 16:21
24.38,6.78,8/13/2024 16:22
24.38,6.78,8/13/2024 16:22
24.44,6.78,8/13/2024 16:23
24.44,6.78,8/13/2024 16:24
24.38,6.78,8/13/2024 16:25
24.38,6.79,8/13/2024 16:26
